CCCM_IDP_Site_Code,Region,District,IDP_Site,Latitude,Longitude
CCCM-2023-SO220117-0351,Banadir,Mogadishu Khada,Bilaad,2.0630449,45.2442976
CCCM-2023-SO220117-0019,Banadir,Mogadishu Khada,Bilan2 - New Bilan,2.067183,45.2332883
CCCM-2023-SO220117-0160,Banadir,Mogadishu Khada,Bilicsan,2.0619482,45.2436944
CCCM-2023-SO220117-0673,Banadir,Mogadishu Khada,Bishaaro - Buulojaan,2.0406947,45.2614318
CCCM-2023-SO220117-0674,Banadir,Mogadishu Khada,Bishaaro - Kaxandho,2.0404502,45.2610411
CCCM-2023-SO220117-0675,Banadir,Mogadishu Khada,Bishaaro - Sagaaroole,2.0400001,45.2606356
CCCM-2023-SO220117-0676,Banadir,Mogadishu Khada,Bishaaro - Xididoole,2.039809,45.2602133
CCCM-2023(U)-SO220117-0353,Banadir,Mogadishu Khada,Bismilaah,2.0639155,45.2449482
CCCM-2023-SO220117-0533,Banadir,Mogadishu Khada,Biyo Adde - Biyo Adde,2.0557756,45.2605726
CCCM-2023-SO220117-0534,Banadir,Mogadishu Khada,Biyo Adde - Culeesdiid,2.0555812,45.2603116
CCCM-2023-SO220117-0535,Banadir,Mogadishu Khada,Biyo Adde - Dhagaxmidow,2.0558004,45.2599425
CCCM-2023-SO220117-0537,Banadir,Mogadishu Khada,Biyo Adde - Nasiib,2.0555947,45.2602887
CCCM-2023-SO220117-0539,Banadir,Mogadishu Khada,Biyo Adde - Obliko,2.0556054,45.260281
CCCM-2023-SO220117-0677,Banadir,Mogadishu Khada,Biyo Badeed - Rajo Wanaag,2.0467274,45.2572894
CCCM-2023-SO220117-0821,Banadir,Mogadishu Khada,Boqolsoon,2.0574388,45.2674527
CCCM-2023-SO220117-0541,Banadir,Mogadishu Khada,Bula Jaaay - Bulojaay,2.0509656,45.2587273
CCCM-2023-SO220117-0542,Banadir,Mogadishu Khada,Bula Jaaay - Warjay,2.0505507,45.2584367
CCCM-2023-SO220117-0543,Banadir,Mogadishu Khada,Bula Jaaay - Warjiney,2.0505933,45.2585614
CCCM-2023-SO220117-0544,Banadir,Mogadishu Khada,Bula Jaaay - Warkamina,2.0502965,45.2585039
CCCM-2023-SO220117-0545,Banadir,Mogadishu Khada,Bula Jaaay - Waryerooy,2.0503946,45.2585418
CCCM-2023-SO220117-0020,Banadir,Mogadishu Khada,Bulocabdiyow,2.0661417,45.2310617
CCCM-2023-SO220117-0211,Banadir,Mogadishu Khada,Bulsho Bile - Bacaad,2.0601511,45.2465518
CCCM-2023-SO220117-0301,Banadir,Mogadishu Khada,Bulsho Bile - Biyooley,2.0606873,45.2465568
CCCM-2023-SO220117-0302,Banadir,Mogadishu Khada,Bulsho Bile - Bulsho Bile,2.0614595,45.2451142
CCCM-2023-SO220117-0303,Banadir,Mogadishu Khada,Bulsho Bile - Buulokulan,2.060393,45.246562
CCCM-2023-SO220117-0304,Banadir,Mogadishu Khada,Bulsho Bile - Buulosheeq,2.0609208,45.2454057
CCCM-2023-SO220117-0307,Banadir,Mogadishu Khada,Bulsho Bile - Fiqi,2.0603697,45.2463067
CCCM-2023-SO220117-0308,Banadir,Mogadishu Khada,Bulsho Bile - Garcilaan,2.0608352,45.2463227
CCCM-2023-SO220117-0310,Banadir,Mogadishu Khada,Bulsho Bile - Haduuman,2.0609931,45.2453203
CCCM-2023-SO220117-0212,Banadir,Mogadishu Khada,Bulsho Bile - Hakabo,2.0602444,45.2469033
CCCM-2023-SO220117-0311,Banadir,Mogadishu Khada,Bulsho Bile - Harar,2.0614015,45.2454568
CCCM-2023-SO220117-0312,Banadir,Mogadishu Khada,Bulsho Bile - Hareere2,2.0601828,45.2459758
CCCM-2023-SO220117-0313,Banadir,Mogadishu Khada,Bulsho Bile - Hareeri,2.0614035,45.2452691
CCCM-2023-SO220117-0314,Banadir,Mogadishu Khada,Bulsho Bile - Iidaale,2.0604259,45.2450868
CCCM-2023-SO220117-0315,Banadir,Mogadishu Khada,Bulsho Bile - Kumusaar,2.0605335,45.2458821
CCCM-2023-SO220117-0213,Banadir,Mogadishu Khada,Bulsho Bile - Madoolaw,2.059497,45.2462086
CCCM-2023-SO220117-0316,Banadir,Mogadishu Khada,Bulsho Bile - Mudan,2.0610412,45.245508
CCCM-2023-SO220117-0317,Banadir,Mogadishu Khada,Bulsho Bile - Qorax,2.0606722,45.2465115
CCCM-2023-SO220117-0215,Banadir,Mogadishu Khada,Bulsho Bile - Roonaa Rabaa Og,2.0594387,45.2467411
CCCM-2023-SO220117-0320,Banadir,Mogadishu Khada,Bulsho Bile - Sarmaandheer,2.0601834,45.2459903
CCCM-2023-SO220117-0216,Banadir,Mogadishu Khada,Bulsho Bile - Sirmaqabe,2.05984,45.2469287
CCCM-2023-SO220117-0322,Banadir,Mogadishu Khada,Bulsho Bile - Sool,2.0617225,45.2452715
CCCM-2023-SO220117-0822,Banadir,Mogadishu Khada,Bulsho-Uroon,2.0579443,45.2670857
CCCM-2023-SO220117-0021,Banadir,Mogadishu Khada,Busley,2.0651293,45.2151341
CCCM-2023-SO220117-0323,Banadir,Mogadishu Khada,Buulo - Barako,2.0611581,45.2451336
CCCM-2023-SO220117-0023,Banadir,Mogadishu Khada,Buulo Ciir - Arinsoy,2.0615863,45.2231807
CCCM-2023-SO220117-0027,Banadir,Mogadishu Khada,Caagdhoob,2.0627623,45.2234612
CCCM-2023-SO220117-0823,Banadir,Mogadishu Khada,Calfdoon,2.0563699,45.2678568
CCCM-2023-SO220117-0546,Banadir,Mogadishu Khada,Cambar Bin Cali - Geleyr,2.0572741,45.2612654
CCCM-2023-SO220117-0548,Banadir,Mogadishu Khada,Cambar Bin Cali - Xamdi,2.0599058,45.260459
CCCM-2023-SO220117-0639,Banadir,Mogadishu Khada,Canaad - Masoobiye,2.0515826,45.2553477
CCCM-2023-SO220117-0640,Banadir,Mogadishu Khada,Careys - Iidle Yare,2.0513255,45.2558825
CCCM-2023-SO220117-0029,Banadir,Mogadishu Khada,Carfooley - Rabituug,2.05885,45.2327322
CCCM-2023-SO220117-0359,Banadir,Mogadishu Khada,Ceebdiid,2.0638509,45.2435864
CCCM-2023-SO220117-0682,Banadir,Mogadishu Khada,Ceel Dheer - Haadfuul,2.044505,45.2518903
CCCM-2023-SO220117-0683,Banadir,Mogadishu Khada,Ceel Dheer - Jilyaale,2.0445804,45.2518577
CCCM-2023-SO220117-0684,Banadir,Mogadishu Khada,Ceel Dheer - Kulmoow,2.051335,45.2450078
CCCM-2023-SO220117-0686,Banadir,Mogadishu Khada,Ceel Dheer - Tigeylow,2.0446301,45.2519086
CCCM-2023-SO220117-0030,Banadir,Mogadishu Khada,Ceel Hareeri - Maandeeq,2.063899,45.2320438
CCCM-2023-SO220117-0641,Banadir,Mogadishu Khada,Ceel Waregow - Afgooye,2.0488224,45.2538703
CCCM-2023-SO220117-0792,Banadir,Mogadishu Khada,Cifole,2.0527257,45.2667851
CCCM-2023-SO220117-0793,Banadir,Mogadishu Khada,Cifole - Hilac,2.0511564,45.2672772
CCCM-2023-SO220117-0794,Banadir,Mogadishu Khada,Cifole - Ubax,2.0513328,45.2669193
CCCM-2023-SO220117-0219,Banadir,Mogadishu Khada,Ciiltire,2.0611815,45.2480487
CCCM-2023(U)-SO220117-0404,Banadir,Mogadishu Khada,Ciiltire,2.0619862,45.2458156
CCCM-2023-SO220117-0467,Banadir,Mogadishu Khada,Da Iyo Danyar - Buuloshaikh,2.060197,45.2547681
CCCM-2023-SO220117-0468,Banadir,Mogadishu Khada,Da Iyo Danyar - Cigoow,2.0629777,45.2548427
CCCM-2023-SO220117-0469,Banadir,Mogadishu Khada,Da Iyo Danyar - Doonburaale,2.0619305,45.2551674
CCCM-2023-SO220117-0470,Banadir,Mogadishu Khada,Da Iyo Danyar - Dulqaweyne,2.062633,45.2547441
CCCM-2023-SO220117-0471,Banadir,Mogadishu Khada,Da Iyo Danyar - Durjiif,2.062724,45.2549646
CCCM-2023-SO220117-0473,Banadir,Mogadishu Khada,Da Iyo Danyar - Rardiid,2.0620357,45.2539978
CCCM-2023-SO220117-0795,Banadir,Mogadishu Khada,Daarow - Daarow,2.0500292,45.2632558
CCCM-2023-SO220117-0161,Banadir,Mogadishu Khada,Dabdheer - Al-Naciim,2.0580399,45.2443155
CCCM-2023-SO220117-0220,Banadir,Mogadishu Khada,Dabdheer - Dabdheer2,2.0549979,45.2452485
CCCM-2023-SO220117-0222,Banadir,Mogadishu Khada,Dabdheer - Salaxow,2.0549449,45.2458629
CCCM-2023-SO220117-0551,Banadir,Mogadishu Khada,Dan Iyo Daacad - Buulo Siidow,2.0600375,45.2588534
CCCM-2023-SO220117-0554,Banadir,Mogadishu Khada,Dan Iyo Daacad - Quud Alla,2.0576204,45.2594683
CCCM-2023-SO220117-0555,Banadir,Mogadishu Khada,Dan Iyo Daacad - Shaafici,2.0602699,45.2590336
CCCM-2023-SO220117-0825,Banadir,Mogadishu Khada,Dan Iyo Daruuf,2.057716,45.2666878
CCCM-2023-SO220117-0163,Banadir,Mogadishu Khada,Dan Shacab - Furuqley,2.052236,45.238698
CCCM-2023-SO220117-0164,Banadir,Mogadishu Khada,Dan Shacab - Qoobey,2.0522042,45.2388946
CCCM-2023-SO220117-0165,Banadir,Mogadishu Khada,Dan Shacab - Sabyo,2.0521289,45.2389861
CCCM-2023-SO220117-0112,Banadir,Mogadishu Khada,Dan Wadaag,2.0652455,45.2380599
CCCM-2023-SO220117-0556,Banadir,Mogadishu Khada,Daruuro - Ayaan,2.0593288,45.2600913
CCCM-2023-SO220117-0558,Banadir,Mogadishu Khada,Daruuro - Daruuro,2.0578112,45.2621663
CCCM-2023-SO220117-0559,Banadir,Mogadishu Khada,Dauus - Cade Koofi,2.0572195,45.2594676
CCCM-2023-SO220117-0826,Banadir,Mogadishu Khada,Dayax1,2.0547533,45.2709499
CCCM-2023-SO220117-0035,Banadir,Mogadishu Khada,Deeq Barwaaqo - Cagaar Weyne,2.059042,45.2325914
CCCM-2023-SO220117-0827,Banadir,Mogadishu Khada,Deeq Rabi2 - Ceelbarwaaqo,2.0536613,45.2676136
CCCM-2023-SO220117-0828,Banadir,Mogadishu Khada,Deeq Rabi2 - Ceeljaale,2.0534682,45.2684377
CCCM-2023-SO220117-0829,Banadir,Mogadishu Khada,Deeq Rabi2 - Danwadaag,2.0534244,45.2680483
CCCM-2023-SO220117-0830,Banadir,Mogadishu Khada,Deeq Rabi2 - Dardaarow,2.0535508,45.2678293
CCCM-2023-SO220117-0832,Banadir,Mogadishu Khada,Deeq Rabi2 - Kurtunwaarey,2.0541869,45.2686827
CCCM-2023-SO220117-0167,Banadir,Mogadishu Khada,Dhuurey - Waranle,2.051511,45.240225
CCCM-2023-SO220117-0687,Banadir,Mogadishu Khada,Dobwey - Deeb Weene,2.0471326,45.2511534
CCCM-2023-SO220117-0689,Banadir,Mogadishu Khada,Dobwey - Dooyow,2.0471813,45.25116
CCCM-2023-SO220117-0475,Banadir,Mogadishu Khada,Dolaawe - Mushaani2,2.0628088,45.2506708
CCCM-2023-SO220117-0834,Banadir,Mogadishu Khada,Doofil 4,2.0551006,45.2703225
CCCM-2023-SO220117-0226,Banadir,Mogadishu Khada,Doonburaale - Saacid,2.058266,45.245862
CCCM-2023-SO220117-0039,Banadir,Mogadishu Khada,Doonyarow - Doonyarow 2,2.0648362,45.2296947
CCCM-2023-SO220117-0040,Banadir,Mogadishu Khada,Doonyarow - Eylo 2,2.0645921,45.2295693
CCCM-2023-SO220117-0227,Banadir,Mogadishu Khada,Dubaay - Bacaado,2.0610663,45.247446
CCCM-2023-SO220117-0228,Banadir,Mogadishu Khada,Dubaay - Bursaliid,2.057977,45.2475566
CCCM-2023-SO220117-0476,Banadir,Mogadishu Khada,Dubaay - Buul Doon,2.0625483,45.2504962
CCCM-2023-SO220117-0477,Banadir,Mogadishu Khada,"Dubaay - Gerigo,An",2.0628518,45.2504022
CCCM-2023-SO220117-0230,Banadir,Mogadishu Khada,Dubaay - Gumurey,2.0608944,45.2479556
CCCM-2023-SO220117-0231,Banadir,Mogadishu Khada,Dubaay - Jaala Joog,2.0585899,45.2486499
CCCM-2023-SO220117-0232,Banadir,Mogadishu Khada,Dubaay - Karoot 1,2.0593071,45.2475148
CCCM-2023-SO220117-0234,Banadir,Mogadishu Khada,Dubaay - Laab,2.0599202,45.2476039
CCCM-2023-SO220117-0235,Banadir,Mogadishu Khada,Dubaay - Luuq Jelow,2.0613914,45.2475691
CCCM-2023-SO220117-0236,Banadir,Mogadishu Khada,Dubaay - Mareerta,2.058447,45.2479556
CCCM-2023-SO220117-0237,Banadir,Mogadishu Khada,Dubaay - Nuuno,2.0602755,45.2478422
CCCM-2023-SO220117-0238,Banadir,Mogadishu Khada,Dubaay - Shuubo,2.0585953,45.2475631
CCCM-2023-SO220117-0239,Banadir,Mogadishu Khada,Dubaay - Waceysad,2.0583812,45.2485271
CCCM-2023-SO220117-0168,Banadir,Mogadishu Khada,Ducaale - Jeebeey,2.058455,45.2440512
CCCM-2023-SO220117-0169,Banadir,Mogadishu Khada,Ducale - Warweyn,2.0588114,45.2438688
CCCM-2023-SO220117-0690,Banadir,Mogadishu Khada,Duceysane - Bilkheyr4,2.0456084,45.254206
CCCM-2023-SO220117-0835,Banadir,Mogadishu Khada,Duceysane - Duceysane,2.0542807,45.2706134
CCCM-2023-SO220117-0691,Banadir,Mogadishu Khada,Duceysane - Duceysene,2.0455783,45.2542114
CCCM-2023-SO220117-0692,Banadir,Mogadishu Khada,Duceysane - Geesguud,2.0456269,45.2542451
CCCM-2023-SO220117-0041,Banadir,Mogadishu Khada,Dulmeygaag - Ceel Iidey,2.0652297,45.2303661
CCCM-2023-SO220117-0042,Banadir,Mogadishu Khada,Dulmeygaag - Nasiib,2.0656602,45.2303648
CCCM-2023-SO220117-0478,Banadir,Mogadishu Khada,Dulmidiid - Baydhabo Yarey,2.0638513,45.2544093
CCCM-2023-SO220117-0479,Banadir,Mogadishu Khada,Dulmidiid - Dulmidiid,2.0626309,45.2533963
CCCM-2023-SO220117-0480,Banadir,Mogadishu Khada,Dulmidiid - Lama Ganaane,2.0643177,45.2546607
CCCM-2023-SO220117-0836,Banadir,Mogadishu Khada,Dumaaye - Caawiye,2.0561883,45.26943
CCCM-2023-SO220117-0043,Banadir,Mogadishu Khada,Duniya - Hoodo,2.0625314,45.2312537
CCCM-2023-SO220117-0046,Banadir,Mogadishu Khada,El-Hindi - Allaha Saqiro,2.0660583,45.2358467
CCCM-2023-SO220117-0561,Banadir,Mogadishu Khada,Faradahab - Dalhis,2.0550928,45.2584273
CCCM-2023-SO220117-0563,Banadir,Mogadishu Khada,Faradahab - Durdur,2.0551557,45.2584142
CCCM-2023-SO220117-0564,Banadir,Mogadishu Khada,Faradahab - Fayobe,2.0550053,45.2583041
CCCM-2023-SO220117-0565,Banadir,Mogadishu Khada,Faradahab - Guryasamo,2.0548719,45.2583166
CCCM-2023-SO220117-0567,Banadir,Mogadishu Khada,Faradahab - Tog Jano,2.0551314,45.2583711
CCCM-2023-SO220117-0796,Banadir,Mogadishu Khada,Farey - Dalmar,2.0527299,45.2678528
CCCM-2023-SO220117-0838,Banadir,Mogadishu Khada,Farey - Farey,2.0529404,45.2684475
CCCM-2023-SO220117-0797,Banadir,Mogadishu Khada,Farey - Kheerdoon,2.0529229,45.2673143
CCCM-2023-SO220117-0693,Banadir,Mogadishu Khada,Fatxu Raxmaan - Dhiimow,2.0454872,45.2539914
CCCM-2023-SO220117-0117,Banadir,Mogadishu Khada,Feynus - Burkulan,2.0670552,45.2362679
CCCM-2023-SO220117-0118,Banadir,Mogadishu Khada,Feynus - Danoow,2.0663945,45.2376514
CCCM-2023-SO220117-0119,Banadir,Mogadishu Khada,Feynus - Dhiiqoleey,2.0669023,45.2381831
CCCM-2023-SO220117-0120,Banadir,Mogadishu Khada,Feynus - Galgows,2.0673918,45.2365512
CCCM-2023-SO220117-0121,Banadir,Mogadishu Khada,Feynus - Gurdaan,2.0669424,45.2371145
CCCM-2023-SO220117-0122,Banadir,Mogadishu Khada,Feynus - Lafoole,2.0677172,45.238204
CCCM-2023-SO220117-0325,Banadir,Mogadishu Khada,Fiqi - Aniin,2.0594329,45.2452494
CCCM-2023-SO220117-0326,Banadir,Mogadishu Khada,Fiqi - Arbowheeroow,2.0589489,45.2447814
CCCM-2023-SO220117-0240,Banadir,Mogadishu Khada,Fiqi - Beereey,2.0576498,45.246539
CCCM-2023-SO220117-0327,Banadir,Mogadishu Khada,Fiqi - Careeshleey,2.0598607,45.2451371
CCCM-2023-SO220117-0328,Banadir,Mogadishu Khada,Fiqi - Dagan,2.0604047,45.2446137
CCCM-2023-SO220117-0330,Banadir,Mogadishu Khada,Fiqi - Gobsoor,2.0602963,45.2450054
CCCM-2023-SO220117-0331,Banadir,Mogadishu Khada,Fiqi - Jaciir,2.0591927,45.2455232
CCCM-2023-SO220117-0332,Banadir,Mogadishu Khada,Fiqi - Malable,2.0588175,45.2453095
CCCM-2023-SO220117-0333,Banadir,Mogadishu Khada,Fiqi - New Sablale,2.0593868,45.2452393
CCCM-2023-SO220117-0241,Banadir,Mogadishu Khada,Fiqi - Qorof,2.0592897,45.2461802
CCCM-2023-SO220117-0334,Banadir,Mogadishu Khada,Fiqi - Xaskul,2.058764,45.2446615
CCCM-2023-SO220117-0242,Banadir,Mogadishu Khada,Fooljeex,2.0607767,45.2476433
CCCM-2023-SO220117-0696,Banadir,Mogadishu Khada,Gaashaan - Degane,2.0460896,45.255409
CCCM-2023-SO220117-0699,Banadir,Mogadishu Khada,Gaashaan - Makaran,2.0460364,45.2554406
CCCM-2023-SO220117-0701,Banadir,Mogadishu Khada,Gabyow - Idaale,2.0476079,45.251063
CCCM-2023-SO220117-0702,Banadir,Mogadishu Khada,Gabyow - Ilbed,2.0475879,45.2511008
CCCM-2023-SO220117-0703,Banadir,Mogadishu Khada,Gabyow - Maalimey,2.0471299,45.2511426
CCCM-2023-SO220117-0049,Banadir,Mogadishu Khada,Galmudug - Banaaney,2.0622127,45.2313393
CCCM-2023-SO220117-0365,Banadir,Mogadishu Khada,Ganaane,2.0664367,45.2433161
CCCM-2023-SO220117-0050,Banadir,Mogadishu Khada,Ganey - Barwaaqo2,2.0617593,45.2297961
CCCM-2023-SO220117-0051,Banadir,Mogadishu Khada,Ganey - Ganey,2.06121,45.2288516
CCCM-2023-SO220117-0366,Banadir,Mogadishu Khada,Garasweyne,2.0637661,45.2436774
CCCM-2023-SO220117-0367,Banadir,Mogadishu Khada,Gardaay,2.0668526,45.2442589
CCCM-2023-SO220117-0368,Banadir,Mogadishu Khada,Gargaar,2.0622338,45.2431201
CCCM-2023-SO220117-0570,Banadir,Mogadishu Khada,Gol Weyn - Hushmo,2.0533949,45.2597605
CCCM-2023-SO220117-0571,Banadir,Mogadishu Khada,Gol Weyn - Kifaax,2.0533404,45.259675
CCCM-2023-SO220117-0642,Banadir,Mogadishu Khada,Gom Gom - Haaruun,2.0502952,45.2548974
CCCM-2023-SO220117-0244,Banadir,Mogadishu Khada,Gondiilow - Saacid,2.055402,45.24659
CCCM-2023-SO220117-0052,Banadir,Mogadishu Khada,Goof Yarow,2.0636977,45.2270927
CCCM-2023-SO220117-0171,Banadir,Mogadishu Khada,Gudmo - Limole,2.0556048,45.2399592
CCCM-2023-SO220117-0245,Banadir,Mogadishu Khada,Gumaray,2.0617415,45.2482852
CCCM-2023-SO220117-0172,Banadir,Mogadishu Khada,Gumarey,2.0521738,45.2453345
CCCM-2023-SO220117-0706,Banadir,Mogadishu Khada,Gumeysidiid - Caraboow,2.0423236,45.2504508
CCCM-2023-SO220117-0707,Banadir,Mogadishu Khada,Gumeysidiid - Farxane,2.0427173,45.2504966
CCCM-2023-SO220117-0708,Banadir,Mogadishu Khada,Gumeysidiid - Feynuus,2.0427399,45.2504821
CCCM-2023-SO220117-0709,Banadir,Mogadishu Khada,Gumeysidiid - Gumeysidiid1,2.0422783,45.2500239
CCCM-2023-SO220117-0710,Banadir,Mogadishu Khada,Gumeysidiid - Liimoon,2.0419962,45.2501882
CCCM-2023-SO220117-0711,Banadir,Mogadishu Khada,Gumeysidiid - Muhimad,2.0417087,45.2498228
CCCM-2023-SO220117-0712,Banadir,Mogadishu Khada,Gumeysidiid - Nasiib Bundo,2.0424947,45.2498583
CCCM-2023-SO220117-0713,Banadir,Mogadishu Khada,Gumeysidiid - Quraxeey,2.0417642,45.2500981
CCCM-2023-SO220117-0714,Banadir,Mogadishu Khada,Gumeysidiid - Quryooley,2.0420452,45.2505659
CCCM-2023-SO220117-0481,Banadir,Mogadishu Khada,Gunsoor - Gunsoor,2.0606447,45.2539411
CCCM-2023-SO220117-0482,Banadir,Mogadishu Khada,Gunsoor - Towxiid,2.0603434,45.2540967
CCCM-2023-SO220117-0484,Banadir,Mogadishu Khada,Gunsoor - Xamaan,2.0602096,45.253714
CCCM-2023-SO220117-0369,Banadir,Mogadishu Khada,Gurmad,2.0619495,45.2433463
CCCM-2023-SO220117-0800,Banadir,Mogadishu Khada,Haboon,2.0556134,45.2666335
CCCM-2023-SO220117-0173,Banadir,Mogadishu Khada,Halgan,2.055034,45.2409049
CCCM-2023-SO220117-0128,Banadir,Mogadishu Khada,Halgan - Sahal,2.0691059,45.2362998
CCCM-2023-SO220117-0370,Banadir,Mogadishu Khada,Hanaan,2.0617001,45.2423999
CCCM-2023-SO220117-0335,Banadir,Mogadishu Khada,Hanaqaad,2.0619867,45.2461967
CCCM-2023-SO220117-0246,Banadir,Mogadishu Khada,Har Weyn,2.0614713,45.2477429
CCCM-2023-SO220117-0371,Banadir,Mogadishu Khada,Hareed,2.0653127,45.2436338
CCCM-2023-SO220117-0715,Banadir,Mogadishu Khada,Hawo Tako - Bidhaanle,2.0479518,45.252641
CCCM-2023-SO220117-0644,Banadir,Mogadishu Khada,Hawo Tako - Caaliyo,2.0487819,45.2540392
CCCM-2023-SO220117-0718,Banadir,Mogadishu Khada,Hawo Tako - Ow Barow,2.0473505,45.2515948
CCCM-2023-SO220117-0719,Banadir,Mogadishu Khada,Hawo Tako - Sharaf Doon,2.0477478,45.2528758
CCCM-2023-SO220117-0720,Banadir,Mogadishu Khada,Hawo Tako - Toonoole,2.0477971,45.2522284
CCCM-2023-SO220117-0372,Banadir,Mogadishu Khada,Helgan,2.0647549,45.2437106
CCCM-2023-SO220117-0485,Banadir,Mogadishu Khada,Heybaweyne,2.0606637,45.2526106
CCCM-2023-SO220117-0053,Banadir,Mogadishu Khada,Hiiraan - Danwadaag,2.068363,45.2318298
CCCM-2023-SO220117-0055,Banadir,Mogadishu Khada,Hilaac - Raaxoole,2.067568,45.2333154
CCCM-2023-SO220117-0056,Banadir,Mogadishu Khada,Hilaal,2.0591043,45.2360443
CCCM-2023-SO220117-0375,Banadir,Mogadishu Khada,Hilac,2.0620422,45.2444466
CCCM-2023-SO220117-0376,Banadir,Mogadishu Khada,Himilo,2.0642824,45.2451067
CCCM-2023-SO220117-0131,Banadir,Mogadishu Khada,Hodan - Iqra,2.0648368,45.2377276
CCCM-2023-SO220117-0572,Banadir,Mogadishu Khada,Hogol - Xamdi Ciis,2.0586643,45.2582491
CCCM-2023-SO220117-0378,Banadir,Mogadishu Khada,Hoodo - Hoodo,2.0623395,45.2433044
CCCM-2023-SO220117-0058,Banadir,Mogadishu Khada,Hoosingoow - Malable,2.0680809,45.233526
CCCM-2023-SO220117-0132,Banadir,Mogadishu Khada,Hoosweyne - Laamoole,2.0675908,45.2390192
CCCM-2023-SO220117-0337,Banadir,Mogadishu Khada,Horseed,2.0615494,45.2465311
CCCM-2023-SO220117-0721,Banadir,Mogadishu Khada,Horseed - Afar Wab Dhoobey,2.0412917,45.250399
CCCM-2023-SO220117-0722,Banadir,Mogadishu Khada,Horseed - Awdheegle,2.0413286,45.2506137
CCCM-2023-SO220117-0723,Banadir,Mogadishu Khada,Horseed - Horseed,2.0410973,45.2507872
CCCM-2023-SO220117-0725,Banadir,Mogadishu Khada,Horseed - Marti Soor,2.0411191,45.2501538
CCCM-2023-SO220117-0802,Banadir,Mogadishu Khada,Horseedka - Hareed,2.0537,45.2622196
CCCM-2023-SO220117-0803,Banadir,Mogadishu Khada,Horseedka - Horseedka Walaalaha,2.0534309,45.2625229
CCCM-2023-SO220117-0059,Banadir,Mogadishu Khada,Idaajaa,2.0651293,45.2151341
CCCM-2023-SO220117-0381,Banadir,Mogadishu Khada,Iftiin,2.0626592,45.2431389
CCCM-2023-SO220117-0486,Banadir,Mogadishu Khada,Iglan,2.0637345,45.2504441
CCCM-2023-SO220117-0573,Banadir,Mogadishu Khada,Ijaabo - Bakool,2.0580589,45.2590794
CCCM-2023-SO220117-0575,Banadir,Mogadishu Khada,Ijaabo - Hudur,2.0584405,45.2590633
CCCM-2023(U)-SO220117-0382,Banadir,Mogadishu Khada,Ik - Hagar Diid,2.0650272,45.2439858
CCCM-2023(U)-SO220117-0383,Banadir,Mogadishu Khada,Ik - Kabtan Naas,2.0629578,45.2428028
CCCM-2023-SO220117-0384,Banadir,Mogadishu Khada,Ik - Shaafi,2.0664471,45.243957
CCCM-2023-SO220117-0175,Banadir,Mogadishu Khada,Ikhlaas,2.0611137,45.2434791
CCCM-2023-SO220117-0250,Banadir,Mogadishu Khada,Ikhlaas - Xilyar,2.0625543,45.2491296
CCCM-2023-SO220117-0385,Banadir,Mogadishu Khada,Ikhlas - Sootaabo,2.0645617,45.2477833
CCCM-2023-SO220117-0338,Banadir,Mogadishu Khada,Ilaahan,2.0616075,45.2454734
CCCM-2023-SO220117-0839,Banadir,Mogadishu Khada,Ilbir - Barwaaqo,2.0563296,45.2695515
CCCM-2023-SO220117-0840,Banadir,Mogadishu Khada,Ilbir - Wanaag,2.0566571,45.2697619
CCCM-2023-SO220117-0727,Banadir,Mogadishu Khada,Indho Deeq - Geedole,2.0476956,45.2581928
CCCM-2023-SO220117-0729,Banadir,Mogadishu Khada,Iskaashato - Gamaasle,2.047002,45.2575721
CCCM-2023-SO220117-0731,Banadir,Mogadishu Khada,Iskaashato - Wabi Yarow,2.0465291,45.2579031
CCCM-2023-SO220117-0732,Banadir,Mogadishu Khada,Iskaashato - Xanaano,2.0474545,45.257962
CCCM-2023-SO220117-0578,Banadir,Mogadishu Khada,Ismahurto - Tawakal,2.0586288,45.2595994
CCCM-2023-SO220117-0251,Banadir,Mogadishu Khada,Isra - Abaq Weyne,2.0564359,45.246905
CCCM-2023-SO220117-0136,Banadir,Mogadishu Khada,Istaahil - Agoon Koris,2.0664539,45.2400521
CCCM-2023-SO220117-0137,Banadir,Mogadishu Khada,Istaahil - Ustaaxa,2.0659397,45.2400178
CCCM-2023-SO220117-0487,Banadir,Mogadishu Khada,Jamaame - Cumar Doon,2.062209,45.253149
CCCM-2023-SO220117-0488,Banadir,Mogadishu Khada,Jamaame - Jamaame,2.0622024,45.2532564
CCCM-2023-SO220117-0842,Banadir,Mogadishu Khada,Jambaluul,2.0579603,45.2676312
CCCM-2023-SO220117-0733,Banadir,Mogadishu Khada,Janaale - Dayah,2.0459777,45.2544719
CCCM-2023-SO220117-0062,Banadir,Mogadishu Khada,Juba - Yaanbole,2.0681841,45.230132
CCCM-2023-SO220117-0063,Banadir,Mogadishu Khada,Juba - Yaaq Dhuub,2.0686428,45.2299653
CCCM-2023-SO220117-0579,Banadir,Mogadishu Khada,Jubo - Daalo,2.060948,45.265814
CCCM-2023-SO220117-0580,Banadir,Mogadishu Khada,Kaah - Cosob,2.0580219,45.2585847
CCCM-2023-SO220117-0581,Banadir,Mogadishu Khada,Kaah - Kasmo,2.058009,45.2585878
CCCM-2023-SO220117-0582,Banadir,Mogadishu Khada,Kaah - Qureysh,2.0580227,45.2585906
